Movie_ID,Title,Weighted_Rating,Director(s),Cast,Genres
3515,Badkaar,5.81307784789218,['Shiv Kumar'],"['Sanjeev Kumar', 'Apeksha', 'Sadhana Singh']",['Drama']
3516,Sansar,5.81307784789218,['Dilip Bose'],"['Navin Nischol', 'Anupama', 'Abhi Bhattacharya']","['Drama, Family']"
3517,Raj Hath,5.813072314542896,['Sohrab Modi'],"['Madhubala', 'Pradeep Kumar', 'Ulhas']","['Adventure, Drama, Romance']"
3518,Lal Kothi,5.813072314542896,['Batra Mohinder'],"['Kanak Mukherjee', 'Tanuja', 'Ranjit Mallick']",['Thriller']
3519,Door Ki Awaaz,5.813065402217503,['Devendra Goel'],"['Joy Mukherjee', 'Saira Banu', 'Pran']",['Romance']
3520,Rangilla Ratan,5.813065402217503,['S. Ramanathan'],"['Rishi Kapoor', 'Parveen Babi', 'Ashok Kumar']",['Action']
3521,Judaai,5.813039757444516,['Rama Rao Tatineni'],"['Ashok Kumar', 'Jeetendra', 'Rekha']","['Family, Drama']"
3522,Banarasi Thug,5.813020701954264,['Lekhraj Bhakri'],"['Manoj Kumar', 'Vijaya Choudhury', 'I.S. Johar']",['Drama']
3523,Rootha Na Karo,5.813020701954264,['Sunder Dar'],"['Shashi Kapoor', 'Nanda', 'Kumari Naaz']","['Drama, Comedy, Family']"
3524,Yadon Ki Kasam,5.813007255899489,['Vinod Dewan'],"['Mithun Chakraborty', 'Zeenat Aman', 'Shakti Kapoor']",['Action']
3525,Murde Ki Jaan Khatre Mein,5.812991946733357,['Navin Kumar'],"['Sudhir Dalvi', 'Kunal Kapoor', 'Roma Manik']",['Comedy']
3526,Lorni - The Flaneur,5.812991946733357,['Wanphrang Diengdoh'],"['Poonam Agarwal', 'Elizer Bareh', 'Deihokhlang Basaiawmoit']","['Crime, Mystery']"
3527,Gogola,5.812991946733357,['Balwant Dave'],"['Azaad Irani', 'Nayam Palli', 'Polson']",['Sci-Fi']
3528,Anmol Sitaare,5.812991946733357,['Geethapriya'],"['Master Baboo', 'Rakesh Bedi', 'Ramesh Deo']",['Drama']
3529,Mr. X,5.812991946733357,['Khwaja Ahmad Abbas'],"['Amol Palekar', 'Shabana Azmi', 'Tom Alter']",['Fantasy']
3530,Marma Mudichu,5.8129878726179145,['Pran'],"['Chethan', 'Shobha Rani', 'Rohith']",['Horror']
3531,Shri Chaitanya Mahaprabhu,5.8129878726179145,['Vijay Bhatt'],"['Bharat Bhushan', 'Durga Khote', 'Ram Mohan']",['Biography']
3532,Bazaar,5.8129878726179145,['K. Amarnath'],"['Nigar Sultana', 'Shyam', 'Gope']","['Drama, Family']"
3533,The World of Fashion,5.8129878726179145,['Sanjay Khandelwal'],"['Ajaz Khan', 'Reena Ranchandani', 'Amrita Prakash']","['Drama, Thriller']"
3534,Boxed,5.812971601675989,['Mohd Feroz Qureshi'],"['Mantosh Kumar', 'Jahina Mulla Qureshi', 'Mohd Feroz Qureshi']",['Adventure']
3535,Saheli,5.812971601675989,['Arjun Hingorani'],"['Pradeep Kumar', 'Vijaya Choudhury', 'Rajendranath Malhotra']",['Romance']
3536,Yeh Dil Ramta Jogi,5.812971601675989,['Swaroop Kanchi'],"['Swaroop Kanchi', 'Cajole Kapoor', 'Anil Kumar']","['Action, Crime, Drama']"
3537,Parchhaiyan,5.812971601675989,['Sharankumar Chand'],"['Vinod Khanna', 'Reshma', 'Bindu']",['Drama']
3538,Rajput,5.812971601675989,['Lekhraj Bhakri'],"['Paidi Jairaj', 'Suraiya', 'Kuldip Kaur']","['Action, Drama']"
3539,Daku Mangal Singh,5.812971601675989,['Chand'],"['Dara Singh', 'Mumtaz', 'Prithviraj Kapoor']","['Action, Drama']"
3540,Aahat - Ek Ajeeb Kahani,5.812971601675989,['Kishore Rege'],"['Jaya Bachchan', 'Ramesh Deo', 'Dharmendra']",['Thriller']
3541,Teen Sau Din Ke Baad,5.812971601675989,['Sarvottam Badami'],"['Sabita Devi', 'Motilal', 'Bibbo']",['Adventure']
3542,Mere Lal,5.812971601675989,['Satyen Bose'],"['Dev Kumar', 'Indrani Mukherjee', 'Jagdev']","['Drama, Family']"
3543,Dead Morning,5.812971601675989,['Prashant Passy Pilley'],"['Manisha Chauhan', 'Nidhi Gupta', 'Saurabh Kishore']","['Comedy, Thriller']"
3544,Dharini,5.812963481483385,['Susant Misra'],"['Ragesh Asthana', 'Ashok Chaudhary', 'Robin Das']",['Drama']
3545,Khalnayak,5.812963481483385,['Kishan Shah'],"['Satnam Kaur', 'Kashish Khurana', 'Karishma']",['Action']
3546,Chahoonga Main Tujhe,5.812963481483385,['Kamal'],"['Kamal Master', 'Shafi Inamdar', 'Irfan Kamal']","['Drama, Romance']"
3547,Golden Eyes Secret Agent 077,5.812963481483385,['Kamal Sharma'],"['Mumtaz', 'Sailesh Kumar', 'B.M. Vyas']","['Action, Crime, Mystery']"
3548,Naunihal,5.812963481483385,['Raj Marbros'],"['Sanjeev Kumar', 'Balraj Sahni', 'Indrani Mukherjee']","['Crime, Drama, Family']"
3549,Kisan Kanya,5.812963481483385,['Moti B. Gidwani'],"['Padmadevi', 'Jillo', 'Ghulam Mohammed']",['Drama']
3550,Aao Pyaar Karen,5.812951320238678,['R.K. Nayyar'],"['Joy Mukherjee', 'Saira Banu', 'Sanjeev Kumar']","['Drama, Romance']"
3551,Musafir,5.812951320238678,['Jabbar Patel'],"['Rekha', 'Naseeruddin Shah', 'Moon Moon Sen']",['Drama']
3552,Mansoor Miyanar Ghora,5.812951320238678,['Nabyendu Chatterjee'],"['Baisul Islam Asad', 'Archana Banerjee', 'Arun Mukherjee']",['Drama']
3553,Apne Huye Paraye,5.812931102123471,['Ajit Chakraborty'],"['Mala Sinha', 'Manoj Kumar', 'Shashikala']","['Drama, Family']"
3554,Dil Aur Mohabbat,5.812931102123471,['Anand Dutta'],"['Ashok Kumar', 'Joy Mukherjee', 'Sharmila Tagore']",['Action']
3555,Ghar Ka Chiraag,5.812905885954391,['Sikander Bharti'],"['Rajesh Khanna', 'Neelam Kothari', 'Chunky Panday']",['Drama']
3556,Hanste Khelte,5.812890854676855,['Bharat Rangachary'],"['Ishrat Ali', 'Aparajita', 'Asrani']","['Comedy, Fantasy, Romance']"
3557,Bajrang Bali,5.812858405276424,['Manibhai Vyas'],"['Mahipal', 'Chandrashekhar', 'Tiwari']",['Fantasy']
3558,Mera Inteqam,5.812858405276424,['S.P. Muthuraman'],"['S.P.M. Raman', 'Rati Agnihotri', 'Y.G. Mahendra']",['Action']
3559,Bebus,5.812858405276424,['Narendra Bedi'],"['Rajesh Khanna', 'Zaheera', 'Asha Sachdev']",['Drama']
3560,Farishta,5.812858405276424,['Kedar Kapoor'],"['Dev Kumar', 'Nivedita', 'Master Shahid']",['Fantasy']
3561,Lateef to laden,5.812858405276424,['Shahid Kazmi'],"['Sajad Khaki', 'Tariq Imtyaz', 'Mushtaq Ali']",['Comedy']
3562,Yaar Kasam,5.812858405276424,['Chand'],"['K. Prasad', 'Zeenat Aman', 'Raj Babbar']",['Action']
3563,Sone Ka Dil Lohe Ke Haath,5.812854375565285,['Naresh Kumar'],"['Sudha Chopra', 'Rajan Haksar', 'Nasir Hussain']",['Action']
3564,Durgesh Nandini,5.812854375565285,['B. Mitra'],"['Pradeep Kumar', 'Ajit', 'Nalini Jaywant']","['Fantasy, Musical, Drama']"
3565,Game of Ayodhya,5.812854375565285,['Sunil Singh'],"['Arun Bakshi', 'Abhay Bhargava', 'Makrand Deshpande']","['Documentary, Drama']"
3566,My Angel My Teacher,5.812854375565285,['Shoib Nikash Shah'],"['Varun Choudhary', 'Azmat Khwaja', 'Shoib Nikash Shah']",['Drama']
3567,Phool,5.812854375565285,['K. Asif'],"['Prithviraj Kapoor', 'Suraiya', 'Durga Khote']",['Drama']
3568,Pakhi,5.812854375565285,['Sachin Gupta'],"['Anmol Goswami', 'Sumeet Kant Kaul', 'Sikander Khan']",['Crime']
3569,Darklight,5.812854375565285,['Mayur Hardas'],"['Chandni', 'Raj Arjun', 'Ishan Chavan']",['Drama']
3570,Bhayanak Maut,5.812854375565285,['Bhooshan'],"['Sapna Sappu', 'Jai Thakur', 'Amit Pachori']",['Horror']
3571,Eight Days,5.812854375565285,['D.N. Pai'],"['Ashok Kumar', 'Ashok Kumar', 'Veera']","['Comedy, Drama']"
3572,Identity Card,5.81285222187722,['Rahat Kazmi'],"['Tia Bajpai', 'Furqan Merchant', 'Raghuvir Yadav']","['Comedy, Drama, Sci-Fi']"
3573,Nazarr,5.812841446326015,['Rajesh Bhatt'],"['Amulaya', 'Laxmikant Berde', 'Mohan Joshi']",['Action']
3574,Ek Bar Mooskura Do,5.812841446326015,['Ram Mukherjee'],"['Joy Mukherjee', 'Tanuja', 'Deb Mukherjee']","['Drama, Family']"
3575,Raj Mahal,5.812841446326015,['K. Parvez'],"['Vinod Khanna', 'Neetu Singh', 'Asrani']","['Action, Drama']"
3576,Tumhari Kassam,5.812841446326015,['Ravi Chopra'],"['Jeetendra', 'Navin Nischol', 'Moushumi Chatterjee']",['Romance']
3577,Khandaan,5.812830250239691,['Shaukat Hussain Rizvi'],"['Noor Jehan', 'Pran', 'Ghulam Mohammed']","['Drama, Family']"
3578,Samaj Ko Badal Dalo,5.812830250239691,['V. Madhusudan Rao'],"['Sharada', 'Parikshit Sahni', 'Pran']",['Drama']
3579,Jeevan Jyoti,5.812810991888058,['Murugan Kumaran'],"['Vijay Arora', 'Bindiya Goswami', 'Rakesh Pandey']","['Drama, Family']"
3580,Kaala Aadmi,5.812810991888058,['Ramesh Lakhanpal'],"['Sunil Dutt', 'Saira Banu', 'Pran']","['Action, Thriller']"
3581,Khoon Ka Badla Khoon,5.812810991888058,['Kalpataru'],"['Vinod Khanna', 'Mahendra Sandhu', 'Asha Sachdev']","['Action, Thriller']"
3582,Chalti Ka Naam Zindagi,5.812810991888058,['Kishore Kumar'],"['Rita Bhaduri', 'Master Bhagwan', 'Harindranath Chattopadhyay']",['Drama']
3583,Alif-Laila,5.812810991888058,['K. Amarnath'],"['Nimmi', 'Asha Mathur', 'Pran']",['Fantasy']
3584,Smuggler,5.812799719963394,['Aspi Irani'],"['Sheikh Mukhtar', 'Kumkum', 'Sanjeev Kumar']","['Action, Crime']"
3585,Mastana,5.812799719963394,['Harnam Singh Rawail'],"['Motilal', 'Nigar Sultana', 'Chandrashekhar']","['Drama, Family']"
3586,Shatranj,5.812799719963394,['Gyan Mukherjee'],"['Ashok Kumar', 'Meena Kumari', 'Rajendranath Malhotra']","['Drama, Family']"
3587,Shakuntala,5.812799719963394,['Shantaram Rajaram Vankudre'],"['Kumar Ganesh', 'Jayashree', 'Chandra Mohan']",['Drama']
3588,Issi Ka Naam Dunia Hai,5.812799719963394,['Shakti Samanta'],"['Ashok Kumar', 'Shyama', 'Mehmood']","['Drama, Music']"
3589,Parbat Pe Apna Dera,5.812799719963394,['Shantaram Rajaram Vankudre'],"['Vanamala', 'Ulhas', 'Shantarin']",['Romance']
3590,Sunday,5.812799719963394,['Pankaj Advani'],"['Rakesh Bedi', 'Deven Bhojani', 'Kurush Deboo']",['Comedy']
3591,Salaam Zindagi,5.812787689774512,['Syed Hussain'],"['Aziz Naser', 'Heena Shaik', 'Dheer Charan Srivastav']",['Drama']
3592,Diler,5.812787689774512,['K.S.R. Das'],"['Rajinikanth', 'Kavita', 'Vishnuvardhan']",['Action']
3593,Raja Aur Rana,5.812787689774512,['Shibu Mitra'],"['Aaloka', 'Ajit', 'Chandrashekhar']","['Action, Comedy, Crime']"
3594,Gokul,5.812787689774512,['Arundhati Devi'],"['Dipendra Acharya', 'Manoj Mitra', 'Tanuja']",['Drama']
3595,Waris,5.812787689774512,['Nitin Bose'],"['Talat Mahmood', 'Suraiya', 'Nadira']","['Drama, Family']"
3596,Ram Lila,5.812774308446625,['Chandrakant'],"['Master Bhagwan', 'Abhi Bhattacharya', 'Moni Chatterjee']",['Drama']
3597,Bari Behen,5.81275173450944,['D.D. Kashyap'],"['Suraiya', 'Rehman', 'Ulhas']","['Drama, Family']"
3598,Hai Apna Dil Toh Awara,5.81275173450944,['Monjoy Joy Mukerji'],"['Sahil Anand', 'Divya Chouksey', 'Sareh Far']",['Comedy']
3599,Dooriyaan,5.81275173450944,['Bhimsain'],"['Uttam Kumar', 'Sharmila Tagore', 'Shreeram Lagoo']","['Drama, Family']"
3600,1:13:7 Ek Tera Saath,5.812744695083522,['Arshad Siddiqui'],"['Pankaj Berry', 'Anubhav Dhir', 'Hritu Dudani']",['Horror']
3601,Pyaar Vali Love Story,5.812744695083522,['Sanjay Jadhav'],"['Sameer Dharmadhikari', 'Swapnil Joshi', 'Namrata Kadam']",['Drama']
3602,Avsar,5.8127159808689575,['Mohit Goswami'],"['Anuj Jain', 'Vikrant Verma', 'Apurva Chowdhary']","['Drama, Romance']"
3603,Apne Apne,5.8127159808689575,['Ramesh Behl'],"['Jeetendra', 'Rekha', 'Karan Shah']","['Drama, Family']"
3604,Banphool,5.8127159808689575,['Vijay Bhatt'],"['Jeetendra', 'Babita Kapoor', 'Shatrughan Sinha']","['Drama, Romance']"
3605,Khel Mohabbat Ka,5.812709104474879,['Satish Duggal'],"['Farooq Shaikh', 'Poonam Dhillon', 'Shakti Kapoor']",['Romance']
3606,Badla,5.812709104474879,['Vijay'],"['Shatrughan Sinha', 'Moushumi Chatterjee', 'Johnny Walker']",['Thriller']
3607,Apne Dushman,5.812709104474879,['Kailash Bhandari'],"['Dharmendra', 'Sanjeev Kumar', 'Rakesh Pandey']","['Crime, Drama, Mystery']"
3608,My Father Iqbal,5.812709104474879,['Suzad Iqbal Khan'],"['Pramod Goswami', 'Narendra Jha', 'Sagar Nath Jha']",['Drama']
3609,Silence the Court Is in Session,5.812709104474879,['Ritesh Menon'],"['Nandita Das', 'Pravina Bhagwat Deshpande', 'Ajitesh Gupta']",['Drama']
3610,Mera Qasoor Kya Hai,5.812709104474879,['R. Krishnan'],"['S. Panju', 'Dharmendra', 'Nanda']",['Drama']
3611,Aashique Mastane,5.812709104474879,['Ajay Kashyap'],"['Maya Alagh', 'Vikas Anand', 'Mohnish Bahl']",['Comedy']
3612,Kadke Kamal Ke,5.812678260607694,['Laxman Singh'],"['Aaryan Adhikari', 'Neeta Dhungana', 'Rajpal Yadav']",['Comedy']
3613,Do Gulab,5.812678260607694,['Durai'],"['Vijay Arora', 'Rakesh Bedi', 'Dilip Dhawan']","['Drama, Romance']"
3614,Zindagi Jeene Ke Liye,5.812678260607694,['K.S. Sethumadhavan'],"['Rakhee Gulzar', 'Suresh Oberoi', 'Vijay Arora']",['Drama']
3615,Chipku,5.812678260607694,['Priyanka'],"['Gouri Ash', 'Rakesh Bedi', 'Neha Pal Chowdhury']",['Drama']
3616,Vikram Vetal,5.812678260607694,['Shantilal Soni'],"['Rajni Bala', 'Deepika Chikhalia', 'Manher Desai']",['Fantasy']
3617,Geet,5.8126638756958435,['Partho Ghosh'],"['Avinash Wadhawan', 'Divya Bharti', 'Laxmikant Berde']",['Drama']
3618,Memsaab,5.812661966621228,['Atma Ram'],"['Yogeeta Bali', 'Vinod Khanna', 'Johnny Walker']",['Thriller']
3619,Amar Jyoti,5.812661966621228,['Shantaram Rajaram Vankudre'],"['Durga Khote', 'Shanta Apte', 'Vasanti']",['Drama']
3620,Dial 100,5.812661966621228,['S. Ramanathan'],"['Ashok Kumar', 'Vinod Mehra', 'Bindiya Goswami']","['Action, Crime, Drama']"
3621,Miss Frontier Mail,5.812661966621228,['Homi Wadia'],"['Fearless Nadia', 'Sardar Mansur', 'Sayani Atish']",['Drama']
3622,Number Game,5.812658406774802,['Sumit Sinha'],"['Aishwaryaa Rajesh', 'Nakul Choudharry', 'Rimi']","['Horror, Mystery, Thriller']"
3623,Teen Sardar,5.812658406774802,['Radhakant'],"['Randhawa', 'Azaad Irani', 'Parveen Choudhary']","['Action, Adventure, Drama']"
3624,A Daughter's Tale PANKH,5.812658406774802,['Premraaj'],"['Rajinder Verma', 'Sunil Lahri', 'Nishigandha Wad']",['Drama']
3625,Ek Kali Muskai,5.812658406774802,['Vasant Joglekar'],"['Ashok Kumar', 'Joy Mukherjee', 'Meera']","['Drama, Family, Romance']"
3626,Shreeman Funtoosh,5.812657616937663,['Shantilal Soni'],"['Kishore Kumar', 'Kumkum', 'Anoop Kumar']","['Comedy, Drama, Fantasy']"
3627,Vellore Maavattam,5.812657616937663,['R.N.R. Manohar'],"['Shamna Kasim', 'G.M. Kumar', 'Mayilsamy']",['Action']
3628,Jeene Nahi Doonga,5.8126369026193725,['Rajkumar Kohli'],"['Dharmendra', 'Shatrughan Sinha', 'Raj Babbar']",['Action']
3629,Chooda Ek Pratha,5.81260366260029,['Ravindra Singh Rajawat'],"['Ravi Jhanghu', 'Meghna Naidu', 'Chandrachur Singh']",['Drama']
3630,Har Har Mahadev,5.81260366260029,['Jayant Desai'],"['Nirupa Roy', 'Trilok Kapoor', 'Jeevan']",['Fantasy']
3631,Coffee House,5.81260366260029,['Gurbir Singh Grewal'],"['Ashutosh Rana', 'Sakshi Tanwar', 'Neha Mishra']",['Drama']
3632,Buzdil,5.81260366260029,['Shaheed Latif'],"['Prem Nath', 'Nimmi', 'Kishore Sahu']","['Drama, Family']"
3633,Baarish,5.81260366260029,['Narendra Grewal'],"['Sadashiv Amrapurkar', 'Mohnish Bahl', 'Rakesh Bedi']",['Drama']
3634,Shiv Charan,5.81260366260029,['Anil Kumar'],"['Vinod Mehra', 'Zarina Wahab', 'Navin Nischol']",['Fantasy']
3635,I Don't Luv U,5.812599216618744,['Amit Kasaria'],"['Jass Bhatia', 'Ruslaan Mumtaz', 'Chetna Pande']",['Romance']
3636,Qatil,5.812599216618744,['Ashok Gaekwad'],"['Aditya Pancholi', 'Sangeeta Bijlani', 'Shakti Kapoor']","['Crime, Drama, Mystery']"
3637,Sautela Bhai,5.812599216618744,['B.R. Ishara'],"['Rajesh Khanna', 'Raj Babbar', 'Kumar Gaurav']",['Drama']
3638,Aahuti,5.812599216618744,['Ashok V. Bhushan'],"['Rajendra Kumar', 'Shashi Kapoor', 'Rakesh Roshan']","['Action, Drama']"
3639,Tamanna,5.8125878828731,['Kolli Pratyagatma'],"['Biswajit Chatterjee', 'Mala Sinha', 'Shashikala']","['Drama, Family']"
3640,Pardesi,5.8125878828731,['Kundan Kumar'],"['Mumtaz', 'Biswajit Chatterjee', 'Kanan Kaushal']",['Mystery']
3641,Sher Shivaji,5.8125878828731,['Ram Narayan Gabale'],"['Parikshit Sahni', 'Smita Patil', 'Shreeram Lagoo']",['History']
3642,Elan,5.8125878828731,['Mehboob Khan'],"['Surendra', 'Munawwar Sultana', 'Mohammad Afzal']",['Drama']
3643,Kalidas,5.8125878828731,['H.M. Reddy'],"['T.P. Rajalakshmi', 'P.G. Venkatesan', 'L.V. Prasad']","['Drama, History, Musical']"
3644,Fate,5.8125878828731,['John Hunt'],"['Devika Rani', 'Himanshu Rai', 'Abraham Sofaer']","['Drama, Romance']"
3645,Batwara,5.8125878828731,['Karunesh Thakur'],"['Pradeep Kumar', 'Nirupa Roy', 'Rehman']","['Drama, Family']"
3646,Dhat Tere... Ki,5.8125878828731,['Meraj'],"['Ravi Baswani', 'Abhi Bhattacharya', 'Akhil Mishra']",['Comedy']
3647,Bad Aur Badnaam,5.8125878828731,['Feroz Chinoy'],"['Sanjeev Kumar', 'Parveen Babi', 'Shatrughan Sinha']","['Family, Thriller']"
3648,Dreams... Do Come True,5.8125878828731,['Aashish Chanana'],"['Manoj Bidwai', 'Aashish Chanana', 'Ashish Chanana']","['Drama, Music, Musical']"
3649,Lagaam,5.8125878828731,['Desh Gautam'],"['Vinod Khanna', 'Yogeeta Bali', 'Bindu']",['Action']
3650,Mahua,5.8125878828731,['Bibhuti Mitra'],"['Shiv Kumar', 'Anjana Mumtaz', 'Prem Nath']","['Musical, Romance']"
3651,Ahankaar,5.8125829064530015,['Ashim S. Samanta'],"['Mithun Chakraborty', 'Mamta Kulkarni', 'Prem Chopra']",['Drama']
3652,Bye Bye Miss Goodnight,5.8125721426087935,['Karan Kandhari'],"['Neha Dubey', 'Zafar Karachiwala', 'Rajpal Yadav']","['Comedy, Drama']"
3653,Paise Ki Gudiya,5.8125721426087935,['Brij'],"['Ashok Kumar', 'Navin Nischol', 'Saira Banu']","['Drama, Family']"
3654,Aur Kaun?,5.812540779878159,['Shyam Ramsay'],"['Tulsi Ramsay', 'Sachin Pilgaonkar', 'Rajni Sharma']","['Horror, Mystery, Thriller']"
3655,Prem Vivah,5.812540779878159,['Basu Chatterjee'],"['Asha Parekh', 'Harish Bhimani', 'Mithun Chakraborty']","['Drama, Family']"
3656,The Cheat,5.812505726053844,['Suresh Issar'],"['Sudesh Issar', 'Vinod Khanna', 'Moushumi Chatterjee']",['Drama']
3657,Touhean,5.812505726053844,['Madan Joshi'],"['Raj Babbar', 'Dimple Kapadia', 'Padmini Kolhapure']","['Drama, Family']"
3658,Lal Quila,5.812505726053844,['Nanabhai Bhatt'],"['Paidi Jairaj', 'Helen', 'Kamal Kapoor']",['Thriller']
3659,Bhabi,5.812505726053844,['Franz Osten'],"['Renuka Devi', 'Paidi Jairaj', 'Meera']","['Drama, Family']"
3660,Miss Manorama,5.812505726053844,['Faredoon A. Irani'],"['Aghajani', 'Jehanara Kajjan', 'Agha Jani Kashmiri']",['Drama']
3661,Do Raha,5.812505726053844,['Feroz Chinoy'],"['Anil Dhawan', 'Radha Saluja', 'Roopesh Kumar']",['Drama']
3662,Kali Ghata,5.812505726053844,['Kishore Sahu'],"['Kishore Sahu', 'Bina Rai', 'Asha Mathur']","['Drama, Romance']"
3663,Arasatchi,5.812501786937816,['N. Maharajan'],"['Lara Dutta', 'Manivannan', 'Raghuvaran']","['Action, Crime, Drama']"
3664,Milap,5.812482306681827,['B.R. Ishara'],"['Shatrughan Sinha', 'Reena Roy', 'Danny Denzongpa']","['Drama, Horror, Thriller']"
3665,Nidaan,5.812482262419484,['Mahesh Manjrekar'],"['Shivaji Satam', 'Reema Lagoo', 'Nisha Bains']","['Drama, Romance']"
3666,Sabse Bada Sukh,5.812482262419484,['Hrishikesh Mukherjee'],"['Vijay Arora', 'Asrani', 'Rajni Bala']","['Comedy, Drama']"
3667,Lo Main Aa Gaya,5.812482262419484,['Mahesh Kothare'],"['Kishori Ambiye', 'Vinay Anand', 'Laxmikant Berde']",['Action']
3668,Kisan Aur Bhagwan,5.812482262419484,['Chandrakant'],"['Dara Singh', 'Feroz Khan', 'Yogeeta Bali']","['Action, Comedy, Drama']"
3669,Samrat Chandragupt,5.812482262419484,['Babubhai Mistry'],"['Nirupa Roy', 'Bharat Bhushan', 'B.M. Vyas']","['Adventure, Drama, History']"
3670,Vikalp,5.812482262419484,['Sachin P. Karande'],"['Pankaj Berry', 'Kranti Prakash Jha', 'Abhay Joshi']","['Crime, Drama, Mystery']"
3671,Espousal,5.812482262419484,['Kantilal Rathod'],"['Romesh Sharma', 'Shabana Azmi', 'Asha Sachdev']","['Action, Drama']"
3672,Dvandva,5.812482262419484,['Chhatrapal Ninawe'],"['Satyakam Anand', 'Charudatta Bhagwat', 'Chetan Dhanani']","['Crime, Drama, Mystery']"
3673,Amma,5.812466585363119,['Jiten'],"['Rakhee Gulzar', 'Mithun Chakraborty', 'Suresh Oberoi']",['Drama']
3674,Tujhse He Raabta,5.812466585363119,['Nivedita Basu'],"['Sara Khan', 'Yasir Shah', 'Zara Barring']","['Drama, Romance']"
3675,Archana,5.812466585363119,['Satpal'],"['Mala Sinha', 'Sanjeev Kumar', 'Snehlata']","['Drama, Family']"
3676,Haathi Ka Anda,5.812466585363119,['Arun Khopkar'],"['Tushar Dalvi', 'Parzaan Dastur', 'Amin Gazi']",['Adventure']
3677,Picnic,5.812466585363119,['Shaheed Latif'],"['Manoj Kumar', 'Azra', 'Shubha Khote']",['Drama']
3678,Bhamashah,5.812466585363119,['Vikram Nath Gupta'],"['Dharmendra Gohil', 'Daya Shankar Pandey', 'Manoj Shah']",['Drama']
3679,Nasoor,5.812466585363119,['Ashok Chopra'],"['Om Puri', 'Priya Tendulkar', 'Sadashiv Amrapurkar']",['Drama']
3680,Waris,5.8124476235696765,['Ramanna'],"['Jeetendra', 'Hema Malini', 'Prem Chopra']","['Comedy, Drama']"
3681,Delinquent Dancers,5.8124476235696765,['Samit Kakkad'],"['Akhilesh', 'Sulabha Arya', 'Raqesh Bapat']",['Music']
3682,Kotwal Saab,5.812423796995621,['Hrishikesh Mukherjee'],"['Shatrughan Sinha', 'Aparna Sen', 'Sudhir']","['Action, Crime, Drama']"
3683,Solva Sawan,5.812423796995621,['Bharathiraja'],"['Adil Amaan', 'Kulbhushan Kharbanda', 'Madhukar']",['Drama']
3684,Kanave Kalaiyadhe,5.812423796995621,['V. Gowthaman'],"['Sabitha Anand', 'Charlie', 'Chinnijayanth']","['Action, Drama']"
3685,Lav Kush,5.812423796995621,['V. Madhusudan Rao'],"['Jeetendra', 'Jaya Prada', 'Arun Govil']","['Adventure, Drama, Fantasy']"
3686,Agni Pareeksha,5.812423796995621,['Kamal Majumdar'],"['Amol Palekar', 'Parikshit Sahni', 'Rameshwari']","['Crime, Drama']"
3687,Prem Jung,5.812423414654353,['S.V. Rajendra Singh Babu'],"['Amala Akkineni', 'Nagarjuna Akkineni', 'Mohan Babu']",['Action']
3688,Devar Bhabhi,5.812423414654353,['Kedar Kapoor'],"['Rajendra Kumar', 'Leela Mishra', 'Ram Mohan']",['Drama']
3689,Doctor,5.812423414654353,['Phani Majumdar'],"['Subodh Mitra', 'Pankaj Mullick', 'Ahindra Choudhury']",['Drama']
3690,Narsi Bhagat,5.812423414654353,['Devendra Goel'],"['Shahu Modak', 'Radhakrishan', 'Pratima Devi']",['Biography']
3691,Aur Ek Dharmatma,5.812423414654353,['Kranthi Kumar'],"['Nagarjuna Akkineni', 'J.D. Chakravarthi', 'Charu Haasan']",['Action']
3692,Ashwa: The Black Horse,5.812423414654353,['Shyam Ranjankar'],"['Yogesh Chikne', 'Sadhu Meher', 'Sachin Shankar']",['Drama']
3693,Naag Mani,5.812423414654353,['Raman B. Desai'],"['Manher Desai', 'Helen', 'Trilok Kapoor']","['Adventure, Fantasy']"
3694,Sub Ka Saathi,5.812423414654353,['A. Bhimsingh'],"['Sanjay Khan', 'Vinod Khanna', 'Om Prakash']","['Drama, Family']"
3695,Main Shadi Karne Chala,5.812423414654353,['Roop K. Shorey'],"['Mumtaz', 'Feroz Khan', 'Prem Chopra']",['Comedy']
3696,Chhalia,5.812423414654353,['Mukul Dutt'],"['Navin Nischol', 'Nanda', 'Shatrughan Sinha']",['Action']
3697,Kadambari,5.812419520044912,['Hk Verma'],"['Shabana Azmi', 'Vijay Arora', 'Chand Usmani']","['Drama, Romance']"
3698,Lab Kush,5.812419520044912,['Ashok Chattopadhyay'],"['Master Shankar', 'Master Sushobhan', 'Asitbaran']",['Family']
3699,Sajjo Rani,5.812419520044912,['Govind Saraiya'],"['Rehana Sultan', 'Romesh Sharma', 'Krishnakant']",['Drama']
3700,Jaan-E-Bahaar,5.812419520044912,['Prakash Kapoor'],"['Asrani', 'Manju Asrani', 'Master Bhagwan']","['Drama, Family, Romance']"
3701,Apne Rang Hazaar,5.812392326000584,['Ravi Tandon'],"['Sanjeev Kumar', 'Leena Chandavarkar', 'Danny Denzongpa']","['Drama, Romance']"
3702,Ek Kunwari Ek Kunwara,5.812392326000584,['Prakash Mehra'],"['Pran', 'Leena Chandavarkar', 'Rakesh Roshan']","['Adventure, Drama, Musical']"
3703,Yash Raaj aur Film!,5.812392326000584,['Ranveer Pratap Singh'],"['Vishal Acharya', 'Kirit Aray', 'Akshay Bhagat']",['Comedy']
